ProductID,ProductName,ProductDescription,ProductCateryName,ProductSubcateryName,Manufacturer
272,"Contoso Home Theater System 4.1 Channel M1410 White","4.1 channel fronts surround, USB host, analog in, optical digital in/out","TV and Video","Home Theater System","Contoso, Ltd"
273,"Contoso Home Theater System 5.1 Channel M1520 White","1000 watts over 5 channels, 1 center-channel speaker","TV and Video","Home Theater System","Contoso, Ltd"
274,"Contoso Home Theater System 5.1 Channel M1530 White","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","TV and Video","Home Theater System","Contoso, Ltd"
275,"Contoso Home Theater System 2.1 Channel E1220 White","2.1 channel home theater system, includes 2 front speakers","TV and Video","Home Theater System","Contoso, Ltd"
276,"Contoso Home Theater System 5.1 Channel M1540 White","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","TV and Video","Home Theater System","Contoso, Ltd"
277,"Contoso Home Theater System 4.1 Channel M1420 White","4.1 Channel Front Surround","TV and Video","Home Theater System","Contoso, Ltd"
278,"Contoso Home Theater System 2.1 Channel M1230 White","2.1 channel home theater system, includes 2 front speakers and 1 subwoofer","TV and Video","Home Theater System","Contoso, Ltd"
279,"Contoso Home Theater System 2.1 Channel E1200 Brown","2.1 channel home theater system. Total power: 400 watts","TV and Video","Home Theater System","Contoso, Ltd"
280,"Contoso Home Theater System 2.1 Channel M1210 Brown","2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver","TV and Video","Home Theater System","Contoso, Ltd"
281,"Contoso Home Theater System 7.1 Channel M1700 Brown","660 watts into 7.1 channels","TV and Video","Home Theater System","Contoso, Ltd"
282,"Contoso Home Theater System 4.1 Channel M1400 Brown","4.1 Channel Front Surround, 1080p/720p up conversion from DVD or USB","TV and Video","Home Theater System","Contoso, Ltd"
283,"Contoso Home Theater System 5.1 Channel M1500 Brown","1000 watts over 5 channels, 1 center-channel speaker","TV and Video","Home Theater System","Contoso, Ltd"
284,"Contoso Home Theater System 5.1 Channel M1510 Brown","300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more","TV and Video","Home Theater System","Contoso, Ltd"
285,"Contoso Home Theater System 4.1 Channel M1410 Brown","4.1 channel front surround, USB host, Analog In, optical digital in/out","TV and Video","Home Theater System","Contoso, Ltd"
286,"Contoso Home Theater System 5.1 Channel M1520 Brown","1000 watts over 5 channels, 1 center-channel speaker","TV and Video","Home Theater System","Contoso, Ltd"
287,"Contoso Home Theater System 5.1 Channel M1530 Brown","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","TV and Video","Home Theater System","Contoso, Ltd"
288,"Contoso Home Theater System 2.1 Channel E1220 Brown","2.1 channel home theater system, includes 2 front speakers","TV and Video","Home Theater System","Contoso, Ltd"
289,"Contoso Home Theater System 5.1 Channel M1540 Brown","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","TV and Video","Home Theater System","Contoso, Ltd"
290,"Contoso Home Theater System 4.1 Channel M1420 Brown","4.1 Channel Front Surround","TV and Video","Home Theater System","Contoso, Ltd"
291,"Contoso Home Theater System 2.1 Channel M1230 Brown","2.1 channel home theater systems, includes 2 front speakers and 1 subwoofer","TV and Video","Home Theater System","Contoso, Ltd"
292,"SV Car Video LCD7W M7080 Black","7” 16:9 wide motorized touch screen active matrix LCD, remote control","TV and Video","Car Video","Southridge Video"
293,"SV Car Video LCD7W M7081 Black","7” 16:9 wide motorized touch screen active matrix LCD","TV and Video","Car Video","Southridge Video"
294,"SV Car Video TFT7 M7000 Black","Contains a pair of car-seat headrests with two 7” TFT monitor","TV and Video","Car Video","Southridge Video"
295,"SV Car Video TFT6.2W E6280 Black","6.2” touch screen TFT widescreen active matrix display. 80W x 4 max power output","TV and Video","Car Video","Southridge Video"
296,"SV Car Video TFT6.2W E6281 Black","6.2” touch screen TFT widescreen active matrix display","TV and Video","Car Video","Southridge Video"
297,"SV Car Video TFT6.2W E6282 Black","6.2” touch screen TFT widescreen active matrix display. 80W x 2 max power output","TV and Video","Car Video","Southridge Video"
298,"SV Car Video TFT7 M7001 Black","Contains car-seat headrest with two 7” TFT monitor and USB/SD/MMC card reader","TV and Video","Car Video","Southridge Video"
299,"SV Car Video AM/FM E1000 Black","Plays AM/FM/MP3/WMA and MP4","TV and Video","Car Video","Southridge Video"
300,"SV Car Video AM/FM E1001 Black","Plays AM/FM/MP3/WMA and MP4. USB and SD” card reader","TV and Video","Car Video","Southridge Video"
301,"SV Car Video TFT7 M7002 Black","Contains a pair of car-seat headrests with two 7” TFT monitor, Mp3/mp4 player","TV and Video","Car Video","Southridge Video"
302,"SV Car Video LCD9.2W X9280 Black","9.2” 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions","TV and Video","Car Video","Southridge Video"
303,"SV Car Video LCD9.2W X9281 Black","9.2” 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio","TV and Video","Car Video","Southridge Video"
304,"SV Car Video LCD7W M7082 Black","7” 16:9 wide motorized touch screen active matrix LCD, remote control","TV and Video","Car Video","Southridge Video"
305,"SV Car Video LCD7 M7001 Black","7” 16:9 motorized touch screen active matrix LCD","TV and Video","Car Video","Southridge Video"
306,"SV Car Video LCD7 M7002 Black","7” 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions","TV and Video","Car Video","Southridge Video"
307,"SV Car Video LCD7 M7003 Black","7” 16:9 motorized touch screen active matrix LCD. Brightness: 450 NITS","TV and Video","Car Video","Southridge Video"
308,"SV Car Video LCD7W M7080 Silver","7” 16:9 wide motorized touch screen active matrix LCD, remote control","TV and Video","Car Video","Southridge Video"
309,"SV Car Video LCD7W M7081 Silver","7” 16:9 wide motorized touch screen active matrix LCD","TV and Video","Car Video","Southridge Video"
310,"SV Car Video TFT7 M7000 Silver","Contains a pair of car-seat headrests with two 7” TFT monitor","TV and Video","Car Video","Southridge Video"
311,"SV Car Video TFT6.2W E6280 Silver","6.2” touch screen TFT widescreen active matrix display. 80W x 4 max power output","TV and Video","Car Video","Southridge Video"
312,"SV Car Video TFT6.2W E6281 Silver","6.2” touch screen TFT widescreen active matrix display","TV and Video","Car Video","Southridge Video"
313,"SV Car Video TFT6.2W E6282 Silver","6.2” touch screen TFT widescreen active matrix display. 80W x 2 max power output","TV and Video","Car Video","Southridge Video"
314,"SV Car Video TFT7 M7001 Silver","Contains car-seat headrest with two 7” TFT monitor and USB/SD/MMC card reader","TV and Video","Car Video","Southridge Video"
315,"SV Car Video AM/FM E1000 Silver","Plays AM/FM/MP3/WMA and MP4","TV and Video","Car Video","Southridge Video"
316,"SV Car Video AM/FM E1001 Silver","Plays AM/FM/MP3/WMA and MP4, USB and SD” card reader","TV and Video","Car Video","Southridge Video"
317,"SV Car Video TFT7 M7002 Silver","Contains a pair of car-seat headrests with two 7” TFT monitor, Mp3/mp4 player","TV and Video","Car Video","Southridge Video"
318,"SV Car Video LCD9.2W X9280 Silver","9.2” 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions","TV and Video","Car Video","Southridge Video"
319,"SV Car Video LCD9.2W X9281 Silver","9.2” 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio","TV and Video","Car Video","Southridge Video"
320,"SV Car Video LCD7W M7082 Silver","7” 16:9 wide motorized touch screen active matrix LCD, remote control","TV and Video","Car Video","Southridge Video"
321,"SV Car Video LCD7 M7001 Silver","7” 16:9 motorized touch screen active matrix LCD","TV and Video","Car Video","Southridge Video"
322,"SV Car Video LCD7 M7002 Silver","7” 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions","TV and Video","Car Video","Southridge Video"
323,"SV Car Video LCD7 M7003 Silver","7” 16:9 motorized touch screen active matrix LCD, brightness: 450 NITS","TV and Video","Car Video","Southridge Video"
324,"SV Car Video LCD7W M7080 Brown","7” 16:9 wide motorized touch screen active matrix LCD, remote control","TV and Video","Car Video","Southridge Video"
325,"SV Car Video LCD7W M7081 Brown","7” 16:9 wide motorized touch screen active matrix LCD","TV and Video","Car Video","Southridge Video"
326,"SV Car Video TFT7 M7000 Brown","Contains a pair of car-seat headrests with two 7” TFT monitor","TV and Video","Car Video","Southridge Video"
327,"SV Car Video TFT6.2W E6280 Brown","6.2” touch screen TFT widescreen active matrix display, 80W x 4 max power output","TV and Video","Car Video","Southridge Video"
328,"SV Car Video TFT6.2W E6281 Brown","6.2” touch screen TFT widescreen active matrix display","TV and Video","Car Video","Southridge Video"
329,"SV Car Video TFT6.2W E6282 Brown","6.2” touch screen TFT widescreen active matrix display, 80W x 2 max power output","TV and Video","Car Video","Southridge Video"
330,"SV Car Video TFT7 M7001 Brown","Contains car-seat headrest with two 7” TFT monitor and USB/SD/MMC card reader","TV and Video","Car Video","Southridge Video"
331,"SV Car Video AM/FM E1000 Brown","Plays AM/FM/MP3/WMA and MP4","TV and Video","Car Video","Southridge Video"
332,"SV Car Video AM/FM E1001 Brown","Plays AM/FM/MP3/WMA and MP4, USB and SD” card reader","TV and Video","Car Video","Southridge Video"
333,"SV Car Video TFT7 M7002 Brown","Contains a pair of car-seat headrests with two 7” TFT monitor, Mp3/mp4 player","TV and Video","Car Video","Southridge Video"
334,"SV Car Video LCD9.2W X9280 Brown","9.2” 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions","TV and Video","Car Video","Southridge Video"
335,"SV Car Video LCD9.2W X9281 Brown","9.2” 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio","TV and Video","Car Video","Southridge Video"
336,"SV Car Video LCD7W M7082 Brown","7” 16:9 wide motorized touch screen active matrix LCD, remote control","TV and Video","Car Video","Southridge Video"
337,"SV Car Video LCD7 M7001 Brown","7” 16:9 motorized touch screen active matrix LCD","TV and Video","Car Video","Southridge Video"
338,"Fabrikam Laptop19W M9800 Black","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Fabrikam, Inc."
339,"Fabrikam Laptop17W M7080 Black","320 GB hard drive, 4 GB RAM 17-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Fabrikam, Inc."
340,"Fabrikam Laptop17 M7000 Black","320 GB hard drive, 2 GB RAM 17-inches screens LCD",Computers,Laptops,"Fabrikam, Inc."
341,"Fabrikam Laptop16W M6080 Black","320 GB hard drive, 2 GB RAM 16-inches widescreen LCD",Computers,Laptops,"Fabrikam, Inc."
342,"Fabrikam Laptop16 M6000 Black","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Fabrikam, Inc."
343,"Fabrikam Laptop19 M9000 Black","320 GB hard drive, 4 GB RAM 19-inches screen LCD",Computers,Laptops,"Fabrikam, Inc."
344,"Fabrikam Laptop12 M2000 White","60GB hard drive, 512MB memory",Computers,Laptops,"Fabrikam, Inc."
345,"Fabrikam Laptop15 M5000 White","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Fabrikam, Inc."
346,"Fabrikam Laptop15.4 M5400 White","15.4-inches screen TFT LCD display, 120 GB hard drive",Computers,Laptops,"Fabrikam, Inc."
347,"Fabrikam Laptop14.1 M4100 White","Multimedia-focused laptop with 14.1-inches screen, 320 GB hard drive",Computers,Laptops,"Fabrikam, Inc."
348,"Fabrikam Laptop15.4W M5480 White","15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Computers,Laptops,"Fabrikam, Inc."
349,"Fabrikam Laptop10.1 M0100 White","80GB hard drive, 1GB RAM integrated 802.11b/g Wi-Fi Certified",Computers,Laptops,"Fabrikam, Inc."
350,"Fabrikam Laptop12W M2080 Silver","60GB hard drive, 1GB memory",Computers,Laptops,"Fabrikam, Inc."
351,"Fabrikam Laptop8.9W E0880 Silver","80GB hard drive (2.2 pounds), 1.6GHz CPU",Computers,Laptops,"Fabrikam, Inc."
352,"Fabrikam Laptop8.9 E0800 Silver","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds), 1.6GHz CPU",Computers,Laptops,"Fabrikam, Inc."
353,"Fabrikam Laptop10.1 M0101 Silver","80GB hard drive, 1GB RAM, 6-cell battery provides up to 6 1/2 hours",Computers,Laptops,"Fabrikam, Inc."
354,"Fabrikam Laptop12 M2001 Silver","80GB hard drive, 512MB memory",Computers,Laptops,"Fabrikam, Inc."
355,"Fabrikam Laptop8.9 M0801 Silver","1.6GHz CPU, 1GB DDR2 SDRAM, 60GB hard drive (2.2 pounds)",Computers,Laptops,"Fabrikam, Inc."
356,"Fabrikam Laptop14.1W M4180 Red","Multimedia-focused laptop with 14.1-inches widescreen, 3 GB RAM (4 GB max)",Computers,Laptops,"Fabrikam, Inc."
357,"Fabrikam Laptop14.1 E4101 Red","Multimedia-focused laptop with 14.1-inch screen, DVD-R drive",Computers,Laptops,"Fabrikam, Inc."
358,"Fabrikam Laptop8.9 E8002 Red","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Fabrikam, Inc."
359,"Fabrikam Laptop12 M2002 Red","80GB hard drive, 1GB memory",Computers,Laptops,"Fabrikam, Inc."
360,"Fabrikam Laptop13.3 M3000 Red","2 GB RAM (4 GB max), 120 GB hard drive, DVD/CD super drive",Computers,Laptops,"Fabrikam, Inc."
361,"Fabrikam Laptop13.3W M3080 Red","13.3-inches widescreen TFT LCD display, 160 GB hard drive",Computers,Laptops,"Fabrikam, Inc."
362,"Adventure Works Laptop19 X1900 Black","320 GB hard drive, 4 GB RAM 19-inches LCD",Computers,Laptops,"Adventure Works"
363,"Adventure Works Laptop15 M1500 Black","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Adventure Works"
364,"Adventure Works Laptop12 M1200 Black","80GB hard drive, 512MB memory",Computers,Laptops,"Adventure Works"
365,"Adventure Works Laptop16 M1600 Black","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Adventure Works"
366,"Adventure Works Laptop15.4W M1548 Black","15.4-inches widescreen TFT LCD display, 1280x800 resolutions",Computers,Laptops,"Adventure Works"
367,"Adventure Works Laptop8.9 E0890 Black","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Adventure Works"
368,"Adventure Works Laptop19W X1980 White","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Adventure Works"
369,"Adventure Works Laptop15 M1501 White","15-inch screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Adventure Works"
370,"Adventure Works Laptop12 M1201 White","80GB hard drive, 512MB memory",Computers,Laptops,"Adventure Works"
371,"Adventure Works Laptop16 M1601 White","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Adventure Works"
372,"Adventure Works Laptop15.4W M1548 White","15.4-inches widescreen TFT LCD display, 1280x800 Resolutions",Computers,Laptops,"Adventure Works"
373,"Adventure Works Laptop8.9 E0890 White","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Adventure Works"
374,"Adventure Works Laptop19W X1980 Silver","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Adventure Works"
375,"Adventure Works Laptop15 M1501 Silver","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Adventure Works"
376,"Adventure Works Laptop12 M1201 Silver","80GB hard drive, 512MB memory",Computers,Laptops,"Adventure Works"
377,"Adventure Works Laptop16 M1601 Silver","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Adventure Works"
